reading_id,household_id,timestamp,energy_kwh,voltage,current_amps,appliance_category,is_solar_powered,grid_status
35487,HH_050,2024-01-09 14:00:00,0.4493,217.22,2.07,Cooling,0,On-grid
35488,HH_050,2024-01-09 15:00:00,0.4279,226.69,1.89,Cooling,0,On-grid
35489,HH_050,2024-01-09 16:00:00,0.6613,218.72,3.02,Cooking,0,On-grid
35490,HH_050,2024-01-09 17:00:00,0.9103,219.8,4.14,Entertainment,0,On-grid
35491,HH_050,2024-01-09 18:00:00,1.1942,221.33,5.4,Cooking,0,On-grid
35492,HH_050,2024-01-09 19:00:00,1.4671,224.16,6.55,Entertainment,0,On-grid
35493,HH_050,2024-01-09 20:00:00,1.2292,224.98,5.46,Entertainment,0,On-grid
35494,HH_050,2024-01-09 21:00:00,1.0429,213.85,4.88,Cooking,0,On-grid
35495,HH_050,2024-01-09 22:00:00,0.532,219.12,2.43,Cooling,0,On-grid
35496,HH_050,2024-01-09 23:00:00,0.2683,219.44,1.22,Lighting,0,On-grid
35497,HH_050,2024-01-10 00:00:00,0.1607,210.88,0.76,Cooling,0,On-grid
35498,HH_050,2024-01-10 01:00:00,0.1883,223.51,0.84,Cooling,0,On-grid
35499,HH_050,2024-01-10 02:00:00,0.0,217.94,0.0,Cooling,0,On-grid
35500,HH_050,2024-01-10 03:00:00,0.081,219.72,0.37,Entertainment,0,On-grid
35501,HH_050,2024-01-10 04:00:00,0.0075,226.53,0.03,Cooling,0,On-grid
35502,HH_050,2024-01-10 05:00:00,0.0807,229.82,0.35,Other,0,On-grid
35503,HH_050,2024-01-10 06:00:00,0.6607,212.81,3.1,Entertainment,0,On-grid
35504,HH_050,2024-01-10 07:00:00,0.8431,223.2,3.78,Cooling,0,On-grid
35505,HH_050,2024-01-10 08:00:00,0.676,218.78,3.09,Other,0,On-grid
35506,HH_050,2024-01-10 09:00:00,0.6053,219.93,2.75,Cooking,0,On-grid
35507,HH_050,2024-01-10 10:00:00,0.458,218.88,2.09,Cooling,0,On-grid
35508,HH_050,2024-01-10 11:00:00,0.4205,213.61,1.97,Cooling,0,On-grid
35509,HH_050,2024-01-10 12:00:00,0.3932,221.65,1.77,Cooling,0,On-grid
35510,HH_050,2024-01-10 13:00:00,0.2872,225.31,1.27,Other,0,On-grid
35511,HH_050,2024-01-10 14:00:00,0.4135,219.47,1.88,Cooking,0,On-grid
35512,HH_050,2024-01-10 15:00:00,0.6052,226.1,2.68,Charging,0,On-grid
35513,HH_050,2024-01-10 16:00:00,0.605,217.48,2.78,Lighting,0,On-grid
35514,HH_050,2024-01-10 17:00:00,0.9459,219.91,4.3,Lighting,0,On-grid
35515,HH_050,2024-01-10 18:00:00,1.0986,230.33,4.77,Lighting,0,On-grid
35516,HH_050,2024-01-10 19:00:00,1.1988,218.05,5.5,Lighting,0,On-grid
35517,HH_050,2024-01-10 20:00:00,1.191,214.64,5.55,Lighting,0,On-grid
35518,HH_050,2024-01-10 21:00:00,1.0751,213.46,5.04,Cooling,0,On-grid
35519,HH_050,2024-01-10 22:00:00,0.5835,226.27,2.58,Other,0,On-grid
35520,HH_050,2024-01-10 23:00:00,0.3508,219.68,1.6,Lighting,0,On-grid
35521,HH_050,2024-01-11 00:00:00,0.1485,213.28,0.7,Other,0,On-grid
35522,HH_050,2024-01-11 01:00:00,0.0217,219.01,0.1,Charging,0,On-grid
35523,HH_050,2024-01-11 02:00:00,0.0,220.18,0.0,Other,0,On-grid
35524,HH_050,2024-01-11 03:00:00,0.1955,223.95,0.87,Cooling,0,On-grid
35525,HH_050,2024-01-11 04:00:00,0.0974,224.32,0.43,Cooling,0,On-grid
35526,HH_050,2024-01-11 05:00:00,0.0851,222.78,0.38,Cooling,0,On-grid
35527,HH_050,2024-01-11 06:00:00,0.6773,226.21,2.99,Lighting,0,On-grid
35528,HH_050,2024-01-11 07:00:00,0.7588,217.86,3.48,Lighting,0,On-grid
35529,HH_050,2024-01-11 08:00:00,0.7894,212.11,3.72,Charging,0,On-grid
35530,HH_050,2024-01-11 09:00:00,0.675,216.28,3.12,Cooking,0,On-grid
35531,HH_050,2024-01-11 10:00:00,0.551,222.02,2.48,Lighting,0,On-grid
35532,HH_050,2024-01-11 11:00:00,0.3778,216.26,1.75,Cooling,0,On-grid
35533,HH_050,2024-01-11 12:00:00,0.2675,220.69,1.21,Charging,0,On-grid
35534,HH_050,2024-01-11 13:00:00,0.4499,218.57,2.06,Charging,0,On-grid
35535,HH_050,2024-01-11 14:00:00,0.3824,231.66,1.65,Lighting,0,On-grid
35536,HH_050,2024-01-11 15:00:00,0.5313,218.62,2.43,Other,0,On-grid
35537,HH_050,2024-01-11 16:00:00,0.5588,220.28,2.54,Cooking,0,On-grid
35538,HH_050,2024-01-11 17:00:00,0.8593,213.57,4.02,Cooling,0,On-grid
35539,HH_050,2024-01-11 18:00:00,1.1148,216.69,5.14,Entertainment,0,On-grid
35540,HH_050,2024-01-11 19:00:00,1.1918,213.11,5.59,Cooling,0,On-grid
35541,HH_050,2024-01-11 20:00:00,1.2252,222.4,5.51,Cooking,0,On-grid
35542,HH_050,2024-01-11 21:00:00,0.849,224.33,3.78,Charging,0,On-grid
35543,HH_050,2024-01-11 22:00:00,0.4881,212.53,2.3,Other,0,On-grid
35544,HH_050,2024-01-11 23:00:00,0.3307,223.52,1.48,Cooling,0,On-grid
35545,HH_050,2024-01-12 00:00:00,0.1796,221.07,0.81,Lighting,0,On-grid
35546,HH_050,2024-01-12 01:00:00,0.1398,220.86,0.63,Other,0,On-grid
35547,HH_050,2024-01-12 02:00:00,0.0,228.17,0.0,Other,0,On-grid
35548,HH_050,2024-01-12 03:00:00,0.1551,227.82,0.68,Other,0,On-grid
35549,HH_050,2024-01-12 04:00:00,0.0228,216.69,0.11,Cooling,0,On-grid
35550,HH_050,2024-01-12 05:00:00,0.1456,208.44,0.7,Cooling,0,On-grid
35551,HH_050,2024-01-12 06:00:00,0.4701,222.46,2.11,Cooling,0,On-grid
35552,HH_050,2024-01-12 07:00:00,0.9462,222.56,4.25,Cooking,0,On-grid
35553,HH_050,2024-01-12 08:00:00,0.6763,222.0,3.05,Cooking,0,On-grid
35554,HH_050,2024-01-12 09:00:00,0.5732,215.79,2.66,Cooking,0,On-grid
35555,HH_050,2024-01-12 10:00:00,0.3377,227.28,1.49,Other,0,On-grid
35556,HH_050,2024-01-12 11:00:00,0.4907,215.91,2.27,Charging,0,On-grid
35557,HH_050,2024-01-12 12:00:00,0.2812,224.4,1.25,Cooling,0,On-grid
35558,HH_050,2024-01-12 13:00:00,0.3821,216.1,1.77,Cooling,0,On-grid
35559,HH_050,2024-01-12 14:00:00,0.4973,210.99,2.36,Entertainment,0,On-grid
35560,HH_050,2024-01-12 15:00:00,0.4282,219.54,1.95,Cooking,0,On-grid
35561,HH_050,2024-01-12 16:00:00,0.5391,221.29,2.44,Entertainment,0,On-grid
35562,HH_050,2024-01-12 17:00:00,0.8409,218.08,3.86,Cooling,0,On-grid
35563,HH_050,2024-01-12 18:00:00,1.0658,221.88,4.8,Lighting,0,On-grid
35564,HH_050,2024-01-12 19:00:00,1.3372,219.78,6.08,Entertainment,0,On-grid
35565,HH_050,2024-01-12 20:00:00,1.1592,203.02,5.71,Entertainment,0,On-grid
35566,HH_050,2024-01-12 21:00:00,0.8454,221.4,3.82,Cooling,0,On-grid
35567,HH_050,2024-01-12 22:00:00,0.5149,218.15,2.36,Charging,0,On-grid
35568,HH_050,2024-01-12 23:00:00,0.1692,217.62,0.78,Cooling,0,On-grid
35569,HH_050,2024-01-13 00:00:00,0.2284,227.12,1.01,Charging,0,On-grid
35570,HH_050,2024-01-13 01:00:00,0.0,229.41,0.0,Other,0,On-grid
35571,HH_050,2024-01-13 02:00:00,0.0786,222.23,0.35,Other,0,On-grid
35572,HH_050,2024-01-13 03:00:00,0.1988,216.32,0.92,Entertainment,0,On-grid
35573,HH_050,2024-01-13 04:00:00,0.1061,217.32,0.49,Cooking,0,On-grid
35574,HH_050,2024-01-13 05:00:00,0.1668,226.3,0.74,Other,0,On-grid
35575,HH_050,2024-01-13 06:00:00,0.5086,213.89,2.38,Other,0,On-grid
35576,HH_050,2024-01-13 07:00:00,0.8502,215.3,3.95,Other,0,On-grid
35577,HH_050,2024-01-13 08:00:00,0.7931,228.94,3.46,Cooking,0,On-grid
35578,HH_050,2024-01-13 09:00:00,0.5161,223.84,2.31,Charging,0,On-grid
35579,HH_050,2024-01-13 10:00:00,0.5113,221.09,2.31,Cooling,0,On-grid
35580,HH_050,2024-01-13 11:00:00,0.2848,221.98,1.28,Cooking,0,On-grid
35581,HH_050,2024-01-13 12:00:00,0.364,221.6,1.64,Entertainment,0,On-grid
35582,HH_050,2024-01-13 13:00:00,0.479,214.46,2.23,Cooling,0,On-grid
35583,HH_050,2024-01-13 14:00:00,0.3792,230.01,1.65,Other,0,On-grid
35584,HH_050,2024-01-13 15:00:00,0.5392,227.43,2.37,Cooking,0,On-grid
35585,HH_050,2024-01-13 16:00:00,0.5064,212.2,2.39,Other,0,On-grid
35586,HH_050,2024-01-13 17:00:00,0.9301,220.47,4.22,Cooling,0,On-grid
35587,HH_050,2024-01-13 18:00:00,1.0322,217.71,4.74,Entertainment,0,On-grid
35588,HH_050,2024-01-13 19:00:00,1.372,217.54,6.31,Cooking,0,On-grid
35589,HH_050,2024-01-13 20:00:00,1.2277,221.45,5.54,Cooking,0,On-grid
35590,HH_050,2024-01-13 21:00:00,0.8641,232.39,3.72,Entertainment,0,On-grid
35591,HH_050,2024-01-13 22:00:00,0.4839,219.62,2.2,Cooking,0,On-grid
35592,HH_050,2024-01-13 23:00:00,0.3203,218.75,1.46,Cooling,0,On-grid
35593,HH_050,2024-01-14 00:00:00,0.0935,219.97,0.43,Cooling,0,On-grid
35594,HH_050,2024-01-14 01:00:00,0.0955,225.95,0.42,Cooling,0,On-grid
35595,HH_050,2024-01-14 02:00:00,0.0,219.07,0.0,Cooking,0,On-grid
35596,HH_050,2024-01-14 03:00:00,0.0714,211.99,0.34,Cooling,0,On-grid
35597,HH_050,2024-01-14 04:00:00,0.1053,221.92,0.47,Cooling,0,On-grid
35598,HH_050,2024-01-14 05:00:00,0.162,214.51,0.76,Cooking,0,On-grid
35599,HH_050,2024-01-14 06:00:00,0.5752,217.32,2.65,Entertainment,0,On-grid
35600,HH_050,2024-01-14 07:00:00,0.8869,214.11,4.14,Other,0,On-grid
35601,HH_050,2024-01-14 08:00:00,0.7364,218.01,3.38,Cooking,0,On-grid
35602,HH_050,2024-01-14 09:00:00,0.5859,218.57,2.68,Cooking,0,On-grid
35603,HH_050,2024-01-14 10:00:00,0.392,212.16,1.85,Entertainment,0,On-grid
35604,HH_050,2024-01-14 11:00:00,0.3774,222.33,1.7,Lighting,0,On-grid
35605,HH_050,2024-01-14 12:00:00,0.2562,217.23,1.18,Other,0,On-grid
35606,HH_050,2024-01-14 13:00:00,0.2101,222.86,0.94,Lighting,0,On-grid
35607,HH_050,2024-01-14 14:00:00,0.4275,223.84,1.91,Cooling,0,On-grid
35608,HH_050,2024-01-14 15:00:00,0.6289,219.02,2.87,Cooling,0,On-grid
35609,HH_050,2024-01-14 16:00:00,0.6524,217.57,3.0,Cooling,0,On-grid
35610,HH_050,2024-01-14 17:00:00,0.9543,227.67,4.19,Cooking,0,On-grid
35611,HH_050,2024-01-14 18:00:00,1.0763,211.53,5.09,Entertainment,0,On-grid
35612,HH_050,2024-01-14 19:00:00,1.3415,227.3,5.9,Lighting,0,On-grid
35613,HH_050,2024-01-14 20:00:00,1.1271,219.72,5.13,Cooking,0,On-grid
35614,HH_050,2024-01-14 21:00:00,0.8835,222.71,3.97,Charging,0,On-grid
35615,HH_050,2024-01-14 22:00:00,0.6183,212.37,2.91,Other,0,On-grid
35616,HH_050,2024-01-14 23:00:00,0.3984,222.54,1.79,Entertainment,0,On-grid
35617,HH_050,2024-01-15 00:00:00,0.3693,221.26,1.67,Other,0,On-grid
35618,HH_050,2024-01-15 01:00:00,0.0559,215.91,0.26,Lighting,0,On-grid
35619,HH_050,2024-01-15 02:00:00,0.0774,215.04,0.36,Charging,0,On-grid
35620,HH_050,2024-01-15 03:00:00,0.1722,223.51,0.77,Cooking,0,On-grid
35621,HH_050,2024-01-15 04:00:00,0.1433,220.24,0.65,Cooking,0,On-grid
35622,HH_050,2024-01-15 05:00:00,0.176,224.44,0.78,Cooling,0,On-grid
35623,HH_050,2024-01-15 06:00:00,0.6625,214.21,3.09,Cooking,0,On-grid
35624,HH_050,2024-01-15 07:00:00,0.9658,221.55,4.36,Lighting,0,On-grid
35625,HH_050,2024-01-15 08:00:00,0.7659,220.74,3.47,Charging,0,On-grid
35626,HH_050,2024-01-15 09:00:00,0.606,225.24,2.69,Entertainment,0,On-grid
35627,HH_050,2024-01-15 10:00:00,0.4256,213.06,2.0,Lighting,0,On-grid
35628,HH_050,2024-01-15 11:00:00,0.5439,218.19,2.49,Lighting,0,On-grid
35629,HH_050,2024-01-15 12:00:00,0.4926,221.43,2.22,Cooling,0,On-grid
35630,HH_050,2024-01-15 13:00:00,0.3614,216.29,1.67,Cooling,0,On-grid
35631,HH_050,2024-01-15 14:00:00,0.4072,215.94,1.89,Lighting,0,On-grid
35632,HH_050,2024-01-15 15:00:00,0.4583,217.7,2.11,Cooling,0,On-grid
35633,HH_050,2024-01-15 16:00:00,0.6677,218.77,3.05,Lighting,0,On-grid
35634,HH_050,2024-01-15 17:00:00,0.8918,214.97,4.15,Cooling,0,On-grid
35635,HH_050,2024-01-15 18:00:00,1.1666,214.02,5.45,Entertainment,0,On-grid
35636,HH_050,2024-01-15 19:00:00,1.5287,223.06,6.85,Charging,0,On-grid
35637,HH_050,2024-01-15 20:00:00,1.2886,220.83,5.84,Lighting,0,On-grid
35638,HH_050,2024-01-15 21:00:00,0.8981,212.5,4.23,Cooking,0,On-grid
35639,HH_050,2024-01-15 22:00:00,0.577,223.76,2.58,Charging,0,On-grid
35640,HH_050,2024-01-15 23:00:00,0.2027,225.11,0.9,Cooling,0,On-grid
35641,HH_050,2024-01-16 00:00:00,0.0376,221.31,0.17,Entertainment,0,On-grid
35642,HH_050,2024-01-16 01:00:00,0.0,225.85,0.0,Charging,0,On-grid
35643,HH_050,2024-01-16 02:00:00,0.092,212.72,0.43,Cooling,0,On-grid
35644,HH_050,2024-01-16 03:00:00,0.0029,215.02,0.01,Cooling,0,On-grid
35645,HH_050,2024-01-16 04:00:00,0.0638,222.91,0.29,Other,0,On-grid
35646,HH_050,2024-01-16 05:00:00,0.2183,214.55,1.02,Lighting,0,On-grid
35647,HH_050,2024-01-16 06:00:00,0.5583,212.32,2.63,Cooling,0,On-grid
35648,HH_050,2024-01-16 07:00:00,0.9481,223.51,4.24,Cooking,0,On-grid
35649,HH_050,2024-01-16 08:00:00,0.8118,221.57,3.66,Cooking,0,On-grid
35650,HH_050,2024-01-16 09:00:00,0.6598,212.94,3.1,Cooking,0,On-grid
35651,HH_050,2024-01-16 10:00:00,0.4834,219.94,2.2,Cooling,0,On-grid
35652,HH_050,2024-01-16 11:00:00,0.349,209.77,1.66,Cooling,0,On-grid
35653,HH_050,2024-01-16 12:00:00,0.4393,223.43,1.97,Cooking,0,On-grid
35654,HH_050,2024-01-16 13:00:00,0.2987,221.43,1.35,Lighting,0,On-grid
35655,HH_050,2024-01-16 14:00:00,0.3633,209.96,1.73,Cooling,0,On-grid
35656,HH_050,2024-01-16 15:00:00,0.5898,219.05,2.69,Cooling,0,On-grid
35657,HH_050,2024-01-16 16:00:00,0.5487,226.89,2.42,Lighting,0,On-grid
35658,HH_050,2024-01-16 17:00:00,0.9641,217.49,4.43,Cooling,0,On-grid
35659,HH_050,2024-01-16 18:00:00,1.153,222.71,5.18,Entertainment,0,On-grid
35660,HH_050,2024-01-16 19:00:00,1.3849,220.77,6.27,Cooking,0,On-grid
35661,HH_050,2024-01-16 20:00:00,1.1678,223.48,5.23,Other,0,On-grid
35662,HH_050,2024-01-16 21:00:00,0.8963,226.27,3.96,Cooking,0,On-grid
35663,HH_050,2024-01-16 22:00:00,0.5905,224.59,2.63,Entertainment,0,On-grid
35664,HH_050,2024-01-16 23:00:00,0.305,222.3,1.37,Cooling,0,On-grid
35665,HH_050,2024-01-17 00:00:00,0.026,211.29,0.12,Cooling,0,On-grid
35666,HH_050,2024-01-17 01:00:00,0.0342,219.69,0.16,Cooling,0,On-grid
35667,HH_050,2024-01-17 02:00:00,0.0,216.81,0.0,Entertainment,0,On-grid
35668,HH_050,2024-01-17 03:00:00,0.0,212.7,0.0,Cooling,0,On-grid
35669,HH_050,2024-01-17 04:00:00,0.0537,224.25,0.24,Cooking,0,On-grid
35670,HH_050,2024-01-17 05:00:00,0.2383,220.3,1.08,Cooling,0,On-grid
35671,HH_050,2024-01-17 06:00:00,0.4906,225.13,2.18,Other,0,On-grid
35672,HH_050,2024-01-17 07:00:00,0.908,226.63,4.01,Cooking,0,On-grid
35673,HH_050,2024-01-17 08:00:00,0.8248,217.49,3.79,Cooking,0,On-grid
35674,HH_050,2024-01-17 09:00:00,0.6137,225.4,2.72,Lighting,0,On-grid
35675,HH_050,2024-01-17 10:00:00,0.4813,223.64,2.15,Entertainment,0,On-grid
35676,HH_050,2024-01-17 11:00:00,0.4355,227.93,1.91,Other,0,On-grid
35677,HH_050,2024-01-17 12:00:00,0.3195,216.22,1.48,Entertainment,0,On-grid
35678,HH_050,2024-01-17 13:00:00,0.395,211.57,1.87,Other,0,On-grid
35679,HH_050,2024-01-17 14:00:00,0.4836,219.38,2.2,Charging,0,On-grid
35680,HH_050,2024-01-17 15:00:00,0.5349,216.55,2.47,Lighting,0,On-grid
35681,HH_050,2024-01-17 16:00:00,0.4536,218.05,2.08,Other,0,On-grid
35682,HH_050,2024-01-17 17:00:00,0.913,219.5,4.16,Lighting,0,On-grid
35683,HH_050,2024-01-17 18:00:00,0.9673,219.64,4.4,Cooling,0,On-grid
35684,HH_050,2024-01-17 19:00:00,1.3693,211.22,6.48,Lighting,0,On-grid
35685,HH_050,2024-01-17 20:00:00,1.1963,226.7,5.28,Cooling,0,On-grid
35686,HH_050,2024-01-17 21:00:00,1.0018,221.29,4.53,Entertainment,0,On-grid
35687,HH_050,2024-01-17 22:00:00,0.6466,214.73,3.01,Lighting,0,On-grid
35688,HH_050,2024-01-17 23:00:00,0.4264,219.91,1.94,Cooling,0,On-grid
35689,HH_050,2024-01-18 00:00:00,0.0,219.75,0.0,Cooling,0,On-grid
35690,HH_050,2024-01-18 01:00:00,0.1108,225.23,0.49,Entertainment,0,On-grid
35691,HH_050,2024-01-18 02:00:00,0.184,224.95,0.82,Cooling,0,On-grid
35692,HH_050,2024-01-18 03:00:00,0.0485,218.79,0.22,Cooling,0,On-grid
35693,HH_050,2024-01-18 04:00:00,0.0844,218.74,0.39,Cooling,0,On-grid
35694,HH_050,2024-01-18 05:00:00,0.1922,215.05,0.89,Cooling,0,On-grid
35695,HH_050,2024-01-18 06:00:00,0.6102,221.22,2.76,Other,0,On-grid
35696,HH_050,2024-01-18 07:00:00,0.9685,220.53,4.39,Lighting,0,On-grid
35697,HH_050,2024-01-18 08:00:00,0.6867,217.59,3.16,Cooling,0,On-grid
35698,HH_050,2024-01-18 09:00:00,0.6394,225.03,2.84,Other,0,On-grid
35699,HH_050,2024-01-18 10:00:00,0.4711,221.35,2.13,Cooking,0,On-grid
35700,HH_050,2024-01-18 11:00:00,0.4056,223.1,1.82,Lighting,0,On-grid
35701,HH_050,2024-01-18 12:00:00,0.3637,221.75,1.64,Other,0,On-grid
35702,HH_050,2024-01-18 13:00:00,0.3795,227.31,1.67,Other,0,On-grid
35703,HH_050,2024-01-18 14:00:00,0.3925,215.36,1.82,Cooling,0,On-grid
35704,HH_050,2024-01-18 15:00:00,0.4964,214.52,2.31,Other,0,On-grid
35705,HH_050,2024-01-18 16:00:00,0.6261,215.59,2.9,Other,0,On-grid
35706,HH_050,2024-01-18 17:00:00,0.7165,213.39,3.36,Charging,0,On-grid
35707,HH_050,2024-01-18 18:00:00,1.0691,223.48,4.78,Cooking,0,On-grid
35708,HH_050,2024-01-18 19:00:00,1.3932,210.81,6.61,Entertainment,0,On-grid
35709,HH_050,2024-01-18 20:00:00,1.2392,212.15,5.84,Cooking,0,On-grid
35710,HH_050,2024-01-18 21:00:00,0.8956,223.74,4.0,Lighting,0,On-grid
35711,HH_050,2024-01-18 22:00:00,0.5925,229.37,2.58,Cooling,0,On-grid
35712,HH_050,2024-01-18 23:00:00,0.36,215.75,1.67,Cooking,0,On-grid
35713,HH_050,2024-01-19 00:00:00,0.1311,220.54,0.59,Cooking,0,On-grid
35714,HH_050,2024-01-19 01:00:00,0.0396,217.49,0.18,Lighting,0,On-grid
35715,HH_050,2024-01-19 02:00:00,0.0298,221.68,0.13,Cooling,0,On-grid
35716,HH_050,2024-01-19 03:00:00,0.0015,212.03,0.01,Cooking,0,On-grid
35717,HH_050,2024-01-19 04:00:00,0.0996,224.58,0.44,Cooling,0,On-grid
35718,HH_050,2024-01-19 05:00:00,0.1365,216.55,0.63,Cooling,0,On-grid
35719,HH_050,2024-01-19 06:00:00,0.5004,218.96,2.29,Charging,0,On-grid
35720,HH_050,2024-01-19 07:00:00,0.9768,227.5,4.29,Cooking,0,On-grid
35721,HH_050,2024-01-19 08:00:00,0.7597,214.76,3.54,Charging,0,On-grid
35722,HH_050,2024-01-19 09:00:00,0.5071,223.9,2.26,Charging,0,On-grid
35723,HH_050,2024-01-19 10:00:00,0.3939,228.71,1.72,Cooling,0,On-grid
35724,HH_050,2024-01-19 11:00:00,0.3646,209.27,1.74,Charging,0,On-grid
35725,HH_050,2024-01-19 12:00:00,0.1928,229.03,0.84,Other,0,On-grid
35726,HH_050,2024-01-19 13:00:00,0.4699,220.4,2.13,Cooling,0,On-grid
35727,HH_050,2024-01-19 14:00:00,0.4749,225.55,2.11,Cooling,0,On-grid
35728,HH_050,2024-01-19 15:00:00,0.5014,223.48,2.24,Other,0,On-grid
35729,HH_050,2024-01-19 16:00:00,0.716,220.58,3.25,Entertainment,0,On-grid
35730,HH_050,2024-01-19 17:00:00,0.8355,220.92,3.78,Other,0,On-grid
35731,HH_050,2024-01-19 18:00:00,1.0964,216.47,5.06,Charging,0,On-grid
35732,HH_050,2024-01-19 19:00:00,1.3822,207.98,6.65,Entertainment,0,On-grid
35733,HH_050,2024-01-19 20:00:00,1.2873,215.88,5.96,Entertainment,0,On-grid
35734,HH_050,2024-01-19 21:00:00,0.8055,217.77,3.7,Entertainment,0,On-grid
35735,HH_050,2024-01-19 22:00:00,0.5867,216.76,2.71,Other,0,On-grid
35736,HH_050,2024-01-19 23:00:00,0.2841,224.63,1.26,Charging,0,On-grid
35737,HH_050,2024-01-20 00:00:00,0.2234,214.59,1.04,Entertainment,0,On-grid
35738,HH_050,2024-01-20 01:00:00,0.0569,224.72,0.25,Other,0,On-grid
35739,HH_050,2024-01-20 02:00:00,0.1579,232.23,0.68,Cooling,0,On-grid
35740,HH_050,2024-01-20 03:00:00,0.1375,216.17,0.64,Cooling,0,On-grid
35741,HH_050,2024-01-20 04:00:00,0.0659,222.56,0.3,Cooling,0,On-grid
35742,HH_050,2024-01-20 05:00:00,0.1314,214.07,0.61,Charging,0,On-grid
35743,HH_050,2024-01-20 06:00:00,0.6366,222.15,2.87,Lighting,0,On-grid
35744,HH_050,2024-01-20 07:00:00,0.8938,220.61,4.05,Cooling,0,On-grid
35745,HH_050,2024-01-20 08:00:00,0.7604,221.83,3.43,Entertainment,0,On-grid
35746,HH_050,2024-01-20 09:00:00,0.6381,213.83,2.98,Charging,0,On-grid
35747,HH_050,2024-01-20 10:00:00,0.5511,217.67,2.53,Entertainment,0,On-grid
35748,HH_050,2024-01-20 11:00:00,0.366,216.77,1.69,Cooling,0,On-grid
35749,HH_050,2024-01-20 12:00:00,0.4381,223.92,1.96,Other,0,On-grid
35750,HH_050,2024-01-20 13:00:00,0.501,219.64,2.28,Cooling,0,On-grid
35751,HH_050,2024-01-20 14:00:00,0.3463,225.63,1.53,Lighting,0,On-grid
35752,HH_050,2024-01-20 15:00:00,0.5793,217.24,2.67,Lighting,0,On-grid
35753,HH_050,2024-01-20 16:00:00,0.6474,223.41,2.9,Cooling,0,On-grid
35754,HH_050,2024-01-20 17:00:00,0.8167,224.07,3.65,Cooling,0,On-grid
35755,HH_050,2024-01-20 18:00:00,1.1089,219.76,5.05,Cooling,0,On-grid
35756,HH_050,2024-01-20 19:00:00,1.4102,216.01,6.53,Cooling,0,On-grid
35757,HH_050,2024-01-20 20:00:00,1.2875,233.63,5.51,Entertainment,0,On-grid
35758,HH_050,2024-01-20 21:00:00,0.8334,223.52,3.73,Entertainment,0,On-grid
35759,HH_050,2024-01-20 22:00:00,0.6126,218.92,2.8,Entertainment,0,On-grid
35760,HH_050,2024-01-20 23:00:00,0.3254,225.67,1.44,Cooling,0,On-grid
35761,HH_050,2024-01-21 00:00:00,0.1613,222.55,0.72,Charging,0,On-grid
35762,HH_050,2024-01-21 01:00:00,0.198,219.85,0.9,Cooling,0,On-grid
35763,HH_050,2024-01-21 02:00:00,0.1046,214.61,0.49,Other,0,On-grid
35764,HH_050,2024-01-21 03:00:00,0.0273,226.71,0.12,Other,0,On-grid
35765,HH_050,2024-01-21 04:00:00,0.1103,224.4,0.49,Other,0,On-grid
35766,HH_050,2024-01-21 05:00:00,0.1919,216.1,0.89,Other,0,On-grid
35767,HH_050,2024-01-21 06:00:00,0.642,218.02,2.94,Cooling,0,On-grid
35768,HH_050,2024-01-21 07:00:00,0.9256,217.5,4.26,Lighting,0,On-grid
35769,HH_050,2024-01-21 08:00:00,0.9464,215.83,4.39,Charging,0,On-grid
35770,HH_050,2024-01-21 09:00:00,0.7158,220.55,3.25,Cooling,0,On-grid
35771,HH_050,2024-01-21 10:00:00,0.3885,226.23,1.72,Cooling,0,On-grid
35772,HH_050,2024-01-21 11:00:00,0.401,220.4,1.82,Other,0,On-grid
35773,HH_050,2024-01-21 12:00:00,0.3568,220.06,1.62,Entertainment,0,On-grid
35774,HH_050,2024-01-21 13:00:00,0.2824,212.62,1.33,Cooling,0,On-grid
35775,HH_050,2024-01-21 14:00:00,0.5362,216.06,2.48,Other,0,On-grid
35776,HH_050,2024-01-21 15:00:00,0.4663,221.17,2.11,Lighting,0,On-grid
35777,HH_050,2024-01-21 16:00:00,0.5967,212.32,2.81,Cooling,0,On-grid
35778,HH_050,2024-01-21 17:00:00,0.8102,216.34,3.75,Cooking,0,On-grid
35779,HH_050,2024-01-21 18:00:00,1.0438,218.83,4.77,Charging,0,On-grid
35780,HH_050,2024-01-21 19:00:00,1.3694,223.6,6.12,Lighting,0,On-grid
35781,HH_050,2024-01-21 20:00:00,1.1801,228.04,5.17,Entertainment,0,On-grid
35782,HH_050,2024-01-21 21:00:00,0.9566,219.09,4.37,Lighting,0,On-grid
35783,HH_050,2024-01-21 22:00:00,0.6729,219.52,3.07,Cooling,0,On-grid
35784,HH_050,2024-01-21 23:00:00,0.0823,217.64,0.38,Other,0,On-grid
35785,HH_050,2024-01-22 00:00:00,0.1145,218.46,0.52,Cooling,0,On-grid
35786,HH_050,2024-01-22 01:00:00,0.0504,222.03,0.23,Cooking,0,On-grid
35787,HH_050,2024-01-22 02:00:00,0.0,222.16,0.0,Cooling,0,On-grid
35788,HH_050,2024-01-22 03:00:00,0.0478,219.6,0.22,Lighting,0,On-grid
35789,HH_050,2024-01-22 04:00:00,0.0,226.97,0.0,Cooling,0,On-grid
35790,HH_050,2024-01-22 05:00:00,0.264,212.44,1.24,Charging,0,On-grid
35791,HH_050,2024-01-22 06:00:00,0.4891,212.29,2.3,Cooling,0,On-grid
35792,HH_050,2024-01-22 07:00:00,0.9621,210.16,4.58,Cooling,0,On-grid
